Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
5691,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,4408,2,1992,Male,29,2022-01-18
5692,59 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,2231,2,1969,Female,27,2022-03-05
5693,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,5034,1,1994,Male,29,2022-07-28
5694,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4908,2,1994,Male,27,2022-04-17
5695,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4603,2,1995,Male,26,2022-10-18
5696,13 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,4554,2,1984,Male,29,2022-10-14
5697,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5300,2,1990,Male,27,2022-11-21
5698,23 minutes,5,Powell St BART Station (Market St at 5th St),142,Guerrero Park,5532,3,1986,Male,27,2022-07-05
5699,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5539,3,1987,Female,27,2022-10-09
5700,2 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5332,1,1982,Female,26,2022-08-12
5701,1 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5018,2,1978,Male,26,2022-04-21
5702,14 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,4981,2,1993,Male,27,2022-08-20
5703,57 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),5054,3,1986,Male,26,2022-09-19
5704,57 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),5108,3,1990,Female,29,2022-07-13
5705,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),356,Valencia St at Clinton Park,5318,2,1993,Male,27,2022-07-21
5706,7 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,5408,3,1991,Male,29,2022-08-12
5707,8 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,4760,2,1984,Male,26,2022-04-30
5708,11 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,783,3,1989,Male,29,2022-06-25
5709,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5019,1,1985,Female,26,2022-05-30
5710,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2475,1,1984,Male,26,2022-07-23
5711,4 minutes,5,Powell St BART Station (Market St at 5th St),4,Cyril Magnin St at Ellis St,5427,2,1972,Male,27,2022-07-02
5712,18 minutes,5,Powell St BART Station (Market St at 5th St),355,23rd St at Tennessee St,5523,2,1990,Male,29,2022-07-30
5713,12 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4877,3,1994,Female,26,2022-04-15
5714,6 minutes,81,Berry St at 4th St,79,7th St at Brannan St,5477,2,1993,Male,26,2022-01-24
5715,3 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,4751,2,1979,Male,27,2022-02-24
5716,11 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,4848,1,1988,Male,29,2022-02-13
5717,32 minutes,3,Powell St BART Station (Market St at 4th St),361,Mendell St at Fairfax Ave,4426,2,1989,Male,27,2022-03-13
5718,16 minutes,81,Berry St at 4th St,365,Turk St at Fillmore St,4820,2,1986,Female,26,2022-01-29
5719,6 minutes,5,Powell St BART Station (Market St at 5th St),43,San Francisco Public Library (Grove St at Hyde St),5257,3,1986,Female,26,2022-01-08
5720,12 minutes,5,Powell St BART Station (Market St at 5th St),116,Mississippi St at 17th St,4319,2,1978,Male,27,2022-05-07
5721,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,37,2,1975,Male,27,2022-08-22
5722,18 minutes,3,Powell St BART Station (Market St at 4th St),355,23rd St at Tennessee St,5325,2,1972,Male,26,2022-08-20
5723,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),75,Market St at Franklin St,1844,3,1989,Male,27,2022-08-21
5724,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,1003,2,1987,Male,27,2022-01-19
5725,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4554,3,1983,Female,29,2022-04-05
5726,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,3639,2,1984,Female,29,2022-09-06
5727,10 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,4982,2,1990,Male,26,2022-01-14
5728,11 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),4848,1,1992,Male,27,2022-05-08
5729,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3681,2,2000,Male,29,2022-07-16
5730,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5013,2,2000,Male,29,2022-12-31
5731,2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,4974,2,1990,Female,29,2022-07-25
5732,13 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,4947,1,1983,Male,26,2022-06-24
5733,5 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5137,2,1981,Male,26,2022-02-12
5734,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,5407,2,1975,Male,27,2022-12-21
5735,16 minutes,81,Berry St at 4th St,10,Washington St at Kearny St,5306,1,1989,Male,27,2022-10-26
5736,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5480,2,1995,Male,26,2022-06-28
5737,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5559,1,1973,Male,29,2022-12-12
5738,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4929,2,1988,Other,26,2022-01-10
5739,10 minutes,3,Powell St BART Station (Market St at 4th St),39,Scott St at Golden Gate Ave,5547,2,1983,Male,26,2022-01-11
5740,14 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5558,2,1992,Male,26,2022-06-06
5741,13 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4949,1,1992,Female,26,2022-07-25
5742,14 minutes,5,Powell St BART Station (Market St at 5th St),70,Central Ave at Fell St,5561,3,1991,Male,29,2022-12-30
5743,21 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5045,2,1995,Male,29,2022-04-27
5744,50 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5013,2,1997,Female,29,2022-10-16
5745,2 minutes,81,Berry St at 4th St,66,3rd St at Townsend St,4987,3,1985,Male,29,2022-11-12
5746,8 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4966,3,1991,Female,26,2022-08-01
5747,40 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,4442,1,1994,Male,27,2022-07-09
5748,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),383,Golden Gate Ave at Franklin St,1259,2,1960,Female,27,2022-02-27
5749,22 minutes,3,Powell St BART Station (Market St at 4th St),115,Jackson Playground,4965,3,1957,Female,26,2022-12-07
5750,37 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),139,Garfield Square (25th St at Harrison St),4846,2,1994,Male,26,2022-03-12
5751,8 minutes,5,Powell St BART Station (Market St at 5th St),323,Broadway at Kearny,5200,2,1985,Male,29,2022-04-24
5752,14 minutes,5,Powell St BART Station (Market St at 5th St),10,Washington St at Kearny St,5229,3,1973,Male,26,2022-04-11
5753,13 minutes,5,Powell St BART Station (Market St at 5th St),10,Washington St at Kearny St,5044,1,1975,Female,26,2022-03-01
5754,18 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,5526,2,1963,Female,26,2022-04-04
5755,15 minutes,3,Powell St BART Station (Market St at 4th St),107,17th St at Dolores St,1814,3,1986,Male,26,2022-10-06
5756,48 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,3453,3,1981,Male,27,2022-04-03
5757,53 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,3053,1,1983,Female,29,2022-01-06
5758,53 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,688,1,1980,Male,26,2022-07-01
5759,15 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,4827,2,2000,Female,27,2022-07-04
5760,15 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,5030,3,2000,Female,27,2022-06-12
5761,13 minutes,3,Powell St BART Station (Market St at 4th St),60,8th St at Ringold St,4960,1,1995,Female,26,2022-09-05
5762,9 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,4927,1,1993,Male,27,2022-03-24
5763,141 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5407,2,1992,Female,26,2022-02-11
5764,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4413,2,1988,Female,27,2022-03-29
5765,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4974,2,1992,Female,26,2022-09-14
5766,10 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,4606,2,1984,Female,29,2022-01-12
5767,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,4794,2,1981,Male,27,2022-12-19
5768,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,38,1,1980,Male,29,2022-02-07
5769,21 minutes,16,Steuart St at Market St,31,Raymond Kimbell Playground,5247,1,1994,Male,27,2022-06-08
5770,132 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5188,2,1992,Female,26,2022-01-02
5771,7 minutes,5,Powell St BART Station (Market St at 5th St),61,Howard St at 8th St,4608,2,1998,Female,26,2022-12-18
5772,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,5360,1,1990,Male,26,2022-04-07
5773,2 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5323,3,1981,Male,26,2022-06-01
5774,125 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5374,2,1992,Female,26,2022-06-20
5775,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,5015,2,1993,Male,29,2022-04-16
5776,127 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),368,Myrtle St at Polk St,3562,2,1970,Female,29,2022-04-25
5777,8 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,5458,2,1988,Male,29,2022-06-13
5778,18 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,5460,2,1982,Male,27,2022-02-24
5779,4 minutes,3,Powell St BART Station (Market St at 4th St),324,Union Square (Powell St at Post St),4450,2,1988,Male,27,2022-12-09
5780,23 minutes,81,Berry St at 4th St,81,Berry St at 4th St,2135,3,1983,Male,29,2022-11-17
5781,70 minutes,3,Powell St BART Station (Market St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5125,2,1984,Male,26,2022-06-23
5782,9 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4761,2,1992,Male,27,2022-12-14
5783,69 minutes,3,Powell St BART Station (Market St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4937,3,1984,Male,29,2022-09-18
5784,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),2489,1,1988,Female,27,2022-09-07
5785,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4755,3,1995,Male,26,2022-03-05
5786,14 minutes,5,Powell St BART Station (Market St at 5th St),119,18th St at Noe St,5523,3,1970,Male,27,2022-12-10
5787,23 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,3676,2,1983,Male,27,2022-08-25
5788,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),145,29th St at Church St,4770,2,1986,Male,29,2022-04-05
5789,22 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,1019,2,1983,Male,29,2022-12-13
5790,2 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5314,2,1984,Male,26,2022-08-28
5791,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),62,Victoria Manalo Draves Park,4343,2,1993,Male,27,2022-01-05
5792,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5480,1,2000,Female,26,2022-02-24
5793,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,4798,1,1994,Male,27,2022-11-13
5794,52 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),1070,2,1974,Female,27,2022-10-07
5795,6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5404,2,1993,Female,29,2022-09-23
5796,6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5343,2,1988,Male,26,2022-01-08
5797,51 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),3621,1,1974,Female,29,2022-05-26
5798,51 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),1911,1,1974,Female,29,2022-05-29
5799,50 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),1450,2,1974,Female,27,2022-07-14
5800,21 minutes,3,Powell St BART Station (Market St at 4th St),132,24th St at Chattanooga St,4390,2,1987,Male,27,2022-09-15
5801,21 minutes,3,Powell St BART Station (Market St at 4th St),132,24th St at Chattanooga St,5406,1,1984,Female,29,2022-06-24
5802,39 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,3105,2,1989,Male,27,2022-02-13
5803,39 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,397,3,1989,Male,29,2022-03-11
5804,13 minutes,81,Berry St at 4th St,350,8th St at Brannan St,2206,2,1988,Female,26,2022-07-17
5805,37 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,3661,2,1989,Male,29,2022-11-01
5806,38 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,579,3,1989,Male,26,2022-04-30
5807,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),121,Mission Playground,2002,2,1986,Male,29,2022-11-23
5808,4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4997,3,1987,Female,26,2022-10-22
5809,6 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,1316,2,1988,Male,26,2022-10-30
5810,7 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2558,3,1968,Female,29,2022-11-28
5811,10 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5398,3,1991,Male,27,2022-10-16
5812,2 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1772,1,1989,Female,26,2022-05-06
5813,14 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,2001,2,1987,Male,26,2022-02-24
5814,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5369,3,1968,Male,27,2022-06-13
5815,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,3067,2,1988,Male,27,2022-02-26
5816,261 minutes,21,Montgomery St BART Station (Market St at 2nd St),375,Grove St at Masonic Ave,4733,1,1992,Male,27,2022-03-21
5817,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),76,McCoppin St at Valencia St,5141,2,1982,Female,27,2022-03-01
5818,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5011,2,1988,Female,29,2022-04-03
5819,42 minutes,16,Steuart St at Market St,136,23rd St at San Bruno Ave,4889,1,1993,Male,26,2022-04-08
5820,17 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,2260,2,1988,Male,29,2022-02-14
5821,43 minutes,16,Steuart St at Market St,136,23rd St at San Bruno Ave,5202,2,1992,Female,27,2022-01-23
5822,42 minutes,16,Steuart St at Market St,136,23rd St at San Bruno Ave,4959,3,1991,Male,29,2022-01-04
5823,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3510,3,1994,Female,29,2022-08-06
5824,5 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5406,1,1988,Male,26,2022-07-14
5825,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5344,2,1997,Male,29,2022-03-20
5826,89 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5232,2,1980,Female,29,2022-05-07
5827,66 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),1838,2,1994,Female,26,2022-04-18
5828,88 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5237,3,1980,Female,26,2022-12-10
5829,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),125,20th St at Bryant St,439,2,1992,Female,26,2022-11-18
5830,3 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),4965,1,1995,Male,26,2022-07-07
5831,13 minutes,3,Powell St BART Station (Market St at 4th St),71,Broderick St at Oak St,5020,2,1987,Female,26,2022-09-23
5832,30 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4806,3,1993,Male,26,2022-12-13
5833,7 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,4760,3,1985,Female,27,2022-02-03
5834,11 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,192,3,1994,Male,27,2022-11-18
5835,9 minutes,16,Steuart St at Market St,5,Powell St BART Station (Market St at 5th St),3705,3,1988,Male,29,2022-07-10
5836,13 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,5522,1,1982,Male,26,2022-07-21
5837,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),116,Mississippi St at 17th St,4814,1,1988,Male,26,2022-10-16
